Country,Region,Subregion,Indicator,Dimension,Category,Year
Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2017
Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2017
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2017
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2017
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2017
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2017
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2017
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2017
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2017
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2017
Maldives,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2017
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
Malta,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
Myanmar,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2017
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2017
Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2017
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,2017
Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2017
Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2017
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2017
Puerto Rico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2017
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2017
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2017
Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2017
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2017
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
Timor-Leste,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2017
Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2017
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2017
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2017
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2017
South Africa,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2017
Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,2018
Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2018
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Bhutan,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2018
Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,2018
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2018
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Cabo Verde,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2018
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2018
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Algeria,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2018
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Spain,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Estonia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
Finland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2018
Greece,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Haiti,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Israel,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Italy,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Jordan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2018
Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2018
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2018
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2018
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2018
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2018
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Malta,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Myanmar,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2018
Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2018
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,2018
Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2018
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2018
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2018
Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2018
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2018
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2018
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2018
Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2019
Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2019
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2019
Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2019
Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2019
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2019
